,pair,clean,raw,name_type
28867,"[[New Portage, Medina County, Ohio|New Portage]]","New Portage, Medina County, Ohio",New Portage,place
28869,"[[Kirtland, Geauga County, Ohio|Kirtland]]","Kirtland, Geauga County, Ohio",Kirtland,place
28877,"[[Kirtland, Geauga County, Ohio|Kirtland]]","Kirtland, Geauga County, Ohio",Kirtland,place
28879,"[[Lyons, Wayne County, New York|Lyons]]","Lyons, Wayne County, New York",Lyons,place
28880,"[[Genesee County, New York|Genesee c]]","Genesee County, New York",Genesee c,place
28886,"[[Thompson, Sullivan County, New York|Thompson]]","Thompson, Sullivan County, New York",Thompson,place
28891,"[[Azmon Woodruff, b. 1802|Brother]]","Azmon Woodruff, b. 1802",Brother,place
28895,"[[Fabius, Onondaga County, New York|Fabius]]","Fabius, Onondaga County, New York",Fabius,place
28899,"[[Richland, Oswego County, New York|Richland]]","Richland, Oswego County, New York",Richland,place
28900,"[[Azmon Woodruff, b. 1802|Azmon Woodruff]]","Azmon Woodruff, b. 1802",Azmon Woodruff,place
28903,"[[Richland, Oswego County, New York|Richland]]","Richland, Oswego County, New York",Richland,place
28905,"[[Richland, Oswego County, New York|Richland]]","Richland, Oswego County, New York",Richland,place
28907,"[[Azmon Woodruff, b. 1802|Azmon Woodruff]]","Azmon Woodruff, b. 1802",Azmon Woodruff,place
28908,"[[Aphek Woodruff, b. 1778|father]] and [[Beulah Thompson Woodruff, b. 1782|mother]]","Aphek Woodruff, b. 1778","father]] and [[Beulah Thompson Woodruff, b. 17",place
28909,"[[Farmington, Hartford County, Connecticut|Farmington Connecticut]]","Farmington, Hartford County, Connecticut",Farmington Connecticut,place
28910,"[[Eldad Woodruff, b. 1747|Eldad Woodruff]]","Eldad Woodruff, b. 1747",Eldad Woodruff,place
28911,"[[Lot Thompson, b. 1752|Lot Thompson]]","Lot Thompson, b. 1752",Lot Thompson,place
28912,"[[Farmington, Hartford County, Connecticut|Avon]]","Farmington, Hartford County, Connecticut",Avon,place
28916,"[[Salt Lake City, Salt Lake County, Utah Territory|SLCity]]","Salt Lake City, Salt Lake County, Utah Territory",SLCity,place
28923,"[[Paris, France|Paris]]","Paris, France",Paris,place
28931,"[[Liverpool, Lancashire, England|Liverpool]], [[Manchester, Lancashire, England|Manchester]], [[Birmingham, Warwickshire, England|Birmingham]], [[Worcester, Worcestershire, England|Worcester]]","Liverpool, Lancashire, England","Liverpool]], [[Manchester, Lancashire, Engla",place
28932,"[[Hereford, Herefordshire, England|Hereford]], [[London, Middlesex, England|London]], [[Glasgow, Lanarkshire, Scotland|Glasgow]], [[Paisley, Renfrewshire, Scotland|Paisley]] [[Edinburgh, Edinburghshire, Scotland|Edingborgh]]","Hereford, Herefordshire, England","Hereford]], [[London, Middlesex, Engla",place
28936,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
28938,"[[Natchez, Adams County, Mississippi|Natchez]]","Natchez, Adams County, Mississippi",Natchez,place
28943,"[[London, Middlesex, England|LONDON]]","London, Middlesex, England",LONDON,place
28944,"[[Nauvoo, Hancock County, Illinois|Nauvoo]] & [[Iowa Territory|Iowa]]","Nauvoo, Hancock County, Illinois",Nauvoo]] & [[Iowa Territo,place
28946,"[[Liverpool, Lancashire, England|Liverpool]]","Liverpool, Lancashire, England",Liverpool,place
28947,"[[Preston, Lancashire, England|Preston]]","Preston, Lancashire, England",Preston,place
28948,"[[Manchester, Lancashire, England|Manchester]]","Manchester, Lancashire, England",Manchester,place
28949,"[[Newcastle-under-Lyme, Staffordshire, England|New Castle]], [[Tunstall, Staffordshire, England|Tunstell]]","Newcastle-under-Lyme, Staffordshire, England","New Castle]], [[Tunstall, Staffordshire, Engla",place
28950,"[[Burslem, Staffordshire, England|Burslem]], [[Hanley, Staffordshire, England|Hanley]], [[Staffordshire Potteries, Staffordshire, England|Potteries]]","Burslem, Staffordshire, England","Burslem]], [[Hanley, Staffordshire, Engla",place
28951,"[[Stoke-Upon-Trent, Staffordshire, England|Stoke]] & [[Longton, Lancashire, England|Longton]]","Stoke-Upon-Trent, Staffordshire, England","Stoke]] & [[Longton, Lancashire, Engla",place
28952,"[[Stafford, Staffordshire, England|Stafford]]","Stafford, Staffordshire, England",Stafford,place
28953,"[[Wolverhampton, Staffordshire, England|Wolverhampton]]","Wolverhampton, Staffordshire, England",Wolverhampton,place
28954,"[[Birmingham, Warwickshire, England|Birmingham]]","Birmingham, Warwickshire, England",Birmingham,place
28955,"[[Worcester, Worcestershire, England|Worcester]]","Worcester, Worcestershire, England",Worcester,place
28956,"[[Hereford, Herefordshire, England|Hereford]]","Hereford, Herefordshire, England",Hereford,place
28957,"[[Ledbury, Herefordshire, England|Ledbury]]","Ledbury, Herefordshire, England",Ledbury,place
28958,"[[Malvern Hill, Worcestershire, England|Marlvern Hills]]","Malvern Hill, Worcestershire, England",Marlvern Hills,place
28959,"[[Gloucester, Gloucestershire, England|Gloucester]]","Gloucester, Gloucestershire, England",Gloucester,place
28960,"[[Cheltenham, Gloucestershire, England|Cheltenham]]","Cheltenham, Gloucestershire, England",Cheltenham,place
28961,"[[Oxford, Oxfordshire, England|Oxford]]","Oxford, Oxfordshire, England",Oxford,place
28962,"[[London, Middlesex, England|LONDON]]","London, Middlesex, England",LONDON,place
28963,"[[John Taylor, b. 1808|J. Taylor]] & [[Theodore Turley|T. Thurley]]","John Taylor, b. 1808",J. Taylor]] & [[Theodore Turl,place
28965,"[[London, Middlesex, England|London]]","London, Middlesex, England",London,place
28972,"[[Azmon Woodruff, b. 1802|Azmon Woodruff]]","Azmon Woodruff, b. 1802",Azmon Woodruff,place
28973,"[[Ozem Thompson Woodruff, b. 1804|Thompson]]","Ozem Thompson Woodruff, b. 1804",Thompson,place
28978,"[[London, Middlesex, England|London]]","London, Middlesex, England",London,place
28981,"[[London, Middlesex, England|London]]","London, Middlesex, England",London,place
28982,"[[Bangor, Penobscot County, Maine|Bangor]]","Bangor, Penobscot County, Maine",Bangor,place
28983,"[[New Orleans, Louisiana|New orleans]], & [[New York City, New York County, New York|New York]] to [[St. Louis, St. Louis County, Missouri|St Lewis]]","New Orleans, Louisiana","New orleans]], & [[New York City, New York County, New Yo",place
28984,"[[Philadelphia, Philadelphia County, Pennsylvania|Phelidelphia]]","Philadelphia, Philadelphia County, Pennsylvania",Phelidelphia,place
28985,"[[Boston, Suffolk County, Massachusetts|Boston]], [[Portland, Cumberland County, Maine|Portland]]","Boston, Suffolk County, Massachusetts","Boston]], [[Portland, Cumberland County, Mai",place
28986,"[[Augusta, Richmond County, Georgia|Augusta]], New orleans, [[Charleston, Charleston County, South Carolina|Charleston]]","Augusta, Richmond County, Georgia","Augusta]], New orleans, [[Charleston, Charleston County, South Caroli",place
28987,"[[Mississippi River, United States|Missisippi River]]","Mississippi River, United States",Missisippi River,place
28989,"[[Chicago, Cook County, Illinois|Chicago]]","Chicago, Cook County, Illinois",Chicago,place
28990,"[[Canada West, British North America|Upper]] & [[Canada East, British North America|lower Canida]]","Canada West, British North America","Upper]] & [[Canada East, British North Ameri",place
28993,"[[London, Middlesex, England|London]]","London, Middlesex, England",London,place
28996,"[[London, Middlesex, England|London]]","London, Middlesex, England",London,place
28998,"[[London, Middlesex, England|London]]","London, Middlesex, England",London,place
28999,"[[London, Middlesex, England|LONDON]]","London, Middlesex, England",LONDON,place
29009,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing Office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing Office,place
29011,"[[Nauvoo Temple, Nauvoo, Hancock County, Illinois|temple]]","Nauvoo Temple, Nauvoo, Hancock County, Illinois",temple,place
29014,"[[Aphek Woodruff, b. 1778|fathers]]","Aphek Woodruff, b. 1778",fathers,place
29017,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing office,place
29018,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing Office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing Office,place
29019,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing office,place
29020,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29022,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29024,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing office,place
29025,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",office,place
29026,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|Printing Office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",Printing Office,place
29029,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|Office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",Office,place
29030,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29033,"[[Nauvoo Temple, Nauvoo, Hancock County, Illinois|Temple]]","Nauvoo Temple, Nauvoo, Hancock County, Illinois",Temple,place
29035,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing Office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing Office,place
29036,"[[Mississippi River, United States|river]]","Mississippi River, United States",river,place
29037,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",office,place
29038,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing Office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing Office,place
29044,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|Printing Office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",Printing Office,place
29047,"[[Agnes Taylor, b. 1787|Mother]], Dr. [[Willard Richards|W. Richards]] & [[John Edward Page|John E. Page]]","Agnes Taylor, b. 1787","Mother]], Dr. [[Willard Richar",place
29049,"[[John Taylor, b. 1808|Taylor]]","John Taylor, b. 1808",Taylor,place
29050,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing office,place
29052,"[[Nauvoo Printing Office, Nauvoo, Hancock County, Illinois|printing office]]","Nauvoo Printing Office, Nauvoo, Hancock County, Illinois",printing office,place
29056,"[[Nauvoo Temple, Nauvoo, Hancock County, Illinois|temple]]","Nauvoo Temple, Nauvoo, Hancock County, Illinois",temple,place
29057,"[[Nauvoo Provision Store, Nauvoo, Hancock County, Illinois|store]]","Nauvoo Provision Store, Nauvoo, Hancock County, Illinois",store,place
29058,"[[Ezra Carter, b. 1804|Ezra Carter jr]]","Ezra Carter, b. 1804",Ezra Carter jr,place
29059,"[[Mississippi River, United States|river]]","Mississippi River, United States",river,place
29060,"[[Nauvoo House, Nauvoo, Hancock County, Illinois|Nauvoo house]]","Nauvoo House, Nauvoo, Hancock County, Illinois",Nauvoo house,place
29063,"[[John Taylor, b. 1808|J. Taylor]]","John Taylor, b. 1808",J. Taylor,place
29065,"[[Nauvoo Provision Store, Nauvoo, Hancock County, Illinois|Nauvoo provision store]]","Nauvoo Provision Store, Nauvoo, Hancock County, Illinois",Nauvoo provision store,place
29066,"[[Red Brick Store, Nauvoo, Hancock County, Illinois|store]]","Red Brick Store, Nauvoo, Hancock County, Illinois",store,place
29067,"[[John Taylor, b. 1808|Taylor]]","John Taylor, b. 1808",Taylor,place
29069,"[[Red Brick Store, Nauvoo, Hancock County, Illinois|Store]] & [[Ebenezer Robinson|E Robinson]]","Red Brick Store, Nauvoo, Hancock County, Illinois",Store]] & [[Ebenezer Robins,place
29074,"[[Nauvoo Provision Store, Nauvoo, Hancock County, Illinois|Nauvoo store]]","Nauvoo Provision Store, Nauvoo, Hancock County, Illinois",Nauvoo store,place
29076,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29078,"[[Nauvoo Temple, Nauvoo, Hancock County, Illinois|Temple]]","Nauvoo Temple, Nauvoo, Hancock County, Illinois",Temple,place
29080,"[[Nauvoo Provision Store, Nauvoo, Hancock County, Illinois|store]]","Nauvoo Provision Store, Nauvoo, Hancock County, Illinois",store,place
29086,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29092,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29093,"[[Mississippi River, United States|Missisippi river]]","Mississippi River, United States",Missisippi river,place
29095,"[[Azmon Woodruff, b. 1802|Azmon]]","Azmon Woodruff, b. 1802",Azmon,place
29097,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29102,"[[Nauvoo House, Nauvoo, Hancock County, Illinois|Nauvoo house]] I attended council at [[Joseph Smith Jr.|Joseph]]","Nauvoo House, Nauvoo, Hancock County, Illinois",Nauvoo house]] I attended council at [[Joseph Smith J,place
29103,"[[Nauvoo House, Nauvoo, Hancock County, Illinois|Nauvoo house]]","Nauvoo House, Nauvoo, Hancock County, Illinois",Nauvoo house,place
29104,"[[Nauvoo House, Nauvoo, Hancock County, Illinois|Nauvoo house]]","Nauvoo House, Nauvoo, Hancock County, Illinois",Nauvoo house,place
29105,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29108,"[[Nauvoo House, Nauvoo, Hancock County, Illinois|Nauvoo house]]","Nauvoo House, Nauvoo, Hancock County, Illinois",Nauvoo house,place
29109,"[[Mississippi River, United States|Missisippi river]]","Mississippi River, United States",Missisippi river,place
29110,"[[Mississippi River, United States|river]]","Mississippi River, United States",river,place
29112,"[[Mississippi River, United States|Miss River]]","Mississippi River, United States",Miss River,place
29114,"[[Zarahemla, Lee County, Iowa Territory|Zerehemla]]","Zarahemla, Lee County, Iowa Territory",Zerehemla,place
29115,"[[Nauvoo Provision Store, Nauvoo, Hancock County, Illinois|store house]]","Nauvoo Provision Store, Nauvoo, Hancock County, Illinois",store house,place
29116,"[[Nauvoo Provision Store, Nauvoo, Hancock County, Illinois|Nauvoo store]]","Nauvoo Provision Store, Nauvoo, Hancock County, Illinois",Nauvoo store,place
29120,"[[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo, Hancock County, Illinois",Nauvoo,place
29121,"[[John Taylor, b. 1808|John Taylors]]","John Taylor, b. 1808",John Taylors,place
29124,"[[Nauvoo, Hancock County, Illinois|Nauvoo]] at Br [[Sylvester B. Stoddard|S. Stodard's]]","Nauvoo, Hancock County, Illinois",Nauvoo]] at Br [[Sylvester B. Stodda,place
29125,"[[Nauvoo Temple, Nauvoo, Hancock County, Illinois|temple]] of the Lord & the [[Nauvoo House, Nauvoo, Hancock County, Illinois|Nauvoo house]]","Nauvoo Temple, Nauvoo, Hancock County, Illinois","temple]] of the Lord & the [[Nauvoo House, Nauvoo, Hancock County, Illino",place
29129,"[[London, Middlesex, England|London]]","London, Middlesex, England",London,place
29130,"[[Bristol, Gloucestershire, England|Bristol]]","Bristol, Gloucestershire, England",Bristol,place
29131,"[[Liverpool, Lancashire, England|Liverpool]]","Liverpool, Lancashire, England",Liverpool,place
29132,"[[Preston, Lancashire, England|Preston]]","Preston, Lancashire, England",Preston,place
29133,"[[Manchester, Lancashire, England|Manchester]]","Manchester, Lancashire, England",Manchester,place
29134,"[[Staffordshire Potteries, Staffordshire, England|Staffordshire potteries]]","Staffordshire Potteries, Staffordshire, England",Staffordshire potteries,place
29135,"[[Wolverhampton, Staffordshire, England|Wolverhampton]]","Wolverhampton, Staffordshire, England",Wolverhampton,place
29136,"[[Birmingham, Warwickshire, England|Birmingham]]","Birmingham, Warwickshire, England",Birmingham,place
29137,"[[Worcester, Worcestershire, England|Worcester]]","Worcester, Worcestershire, England",Worcester,place
29138,"[[Hereford, Herefordshire, England|Hereford]]","Hereford, Herefordshire, England",Hereford,place
29139,"[[Ledbury, Herefordshire, England|Ledbury]]","Ledbury, Herefordshire, England",Ledbury,place
